M,T,W,TR,F
215.9,243.8,264.8,278,287.8
215.9,243.9,264.6,278.1,287.6
216.2,243.9,264.8,278.1,287.4
216.6,243.9,264.7,278.1,287.7
216.6,244.3,264.7,278.2,287.5
229.9,244.1,264.6,278.1,287.6
231.5,244,264.7,278.2,287.6
229.9,243.8,264.7,278,287.7
229.9,243.8,264.9,278.1,287.6
229.8,243.8,264.9,278.2,287.7
229.7,244.1,265.1,278.2,287.6
229.9,244.1,264.8,278.3,287.8
230,244.4,264.7,278.2,287.5
230.1,244.3,264.9,278.1,287.7
229.9,244.2,265,278,287.8
230.1,244.2,265,278.1,287.5
230.2,243.9,265,278.3,287.7
230.5,244,265.1,278.3,287.6
230.4,244.1,265,278.3,287.7
230.8,244.2,264.9,278.3,287.6
230.8,244.4,265.1,278.3,287.6
230.8,244.6,265.2,278.4,287.7
231.2,244.8,265,278.3,287.6
231.1,244.9,265.1,278.4,287.7
231.3,244.6,265.1,278.5,287.6
231.1,244.4,264.9,278.5,287.9
230.9,244.3,265.1,278.4,287.8
244.4,244.3,265.3,278.4,287.8
242.1,244.4,265.2,278.3,287.8
244.9,244.4,265.1,278.3,287.7
245.1,244.8,265.3,278.4,287.9
245.2,244.8,265.3,278.4,287.6
244.7,244.8,265.3,278.4,287.4
245.8,244.7,265.1,278.4,287.9
244.2,244.6,265.3,278.4,287.4
244.4,244.6,265.3,278.4,287.8
244.2,244.6,265.3,278.5,287.8
244.7,244.6,265.3,278.5,287.8
244.5,244.6,265.3,278.4,287.7
247.6,244.8,265.3,278.5,287.7
244.6,245,265.2,278.4,287.6
245.6,245.1,265.3,278.4,287.4
245.5,245.2,265.5,278.4,287.8
244.9,245.3,265.3,278.6,287.6
244,245.3,265.2,278.6,287.9
244.1,244.8,265.2,278.4,287.8
244.1,244.8,265.4,278.5,287.5
244.2,244.9,265.3,278.6,287.7
244.1,244.8,265.2,278.6,287.8
246.8,244.9,265.3,278.5,287.8
244.4,245.2,265.4,278.8,287.8
246.6,245.3,265.5,278.7,287.6
246.1,245.4,265.6,278.6,287.8
246.3,245.4,265.6,278.9,287.8
246.3,245.1,265.5,278.7,287.5
246.2,245.2,265.4,278.5,287.7
246.2,245.2,265.5,278.6,287.8
245.9,245.1,265.6,278.7,287.5
246.2,245.2,265.5,278.5,287.9
246.6,245.3,265.6,278.6,287.8
246.4,245.6,265.5,278.6,287.9
247,245.7,265.6,278.9,288.2
240.1,245.8,265.5,279,287.8
248.9,246,265.6,278.9,287.6
244,245.7,265.6,278.8,288.1
246.3,245.7,265.8,278.9,287.8
246.3,245.5,265.7,278.8,287.8
246.6,245.6,265.9,278.8,288.1
246.5,245.6,265.8,278.9,288
246.7,245.6,265.9,278.9,287.9
168.6,245.8,265.9,278.8,288
168.1,245.9,265.9,278.8,288.1
169.5,246.1,265.9,278.9,287.9
169.9,246.1,266,278.9,287.9
170.8,245.4,265.8,278.8,287.9
171.2,245.9,265.8,278.9,287.8
171.4,245.8,265.8,278.9,287.6
171.6,245.9,265.7,278.9,288.1
172.1,245.8,265.8,279,288.1
172.2,246,265.8,278.9,287.8
172.6,246,265.8,278.9,287.9
173.4,246.2,265.9,279.1,288
173.7,246.4,265.8,279.1,287.8
174.6,246.3,266.1,279,288.3
174.9,246.4,265.9,279.2,288.1
174.9,246.1,266,279,288
175,246.1,266.1,278.9,288.4
175.1,246,266.1,279.1,288.2
175.4,246,265.8,278.9,288.1
176,246.1,265.7,278.9,288.1
176.7,246,265.9,278.9,288.3
177.1,246.4,266.1,278.9,288.1
177.8,246.4,266.1,278.9,288.3
178.4,246.6,266.1,279,288.3
176.6,246.4,266.1,279.1,288.3
178.4,246.3,266.3,279,288.4
178.6,246.3,266.3,279.1,288.3
178.9,246.2,266.4,279.3,288.1
179.2,246.2,266.3,279,288.2
179.6,246.2,266.2,279.1,288.3
180.1,246.5,266.2,278.9,288.6
180.5,246.4,266.3,279.3,288
184.1,246.6,266.3,279.2,288.4
181.4,246.8,266.3,279.2,288.4
180.9,246.8,266.3,279.1,288.4
181.3,246.5,266.4,279.1,288.3
181.6,246.7,266.4,279.3,288.4
181.2,246.7,266.3,279.2,288.6
179.9,246.5,266.4,279.2,288.6
183.1,246.3,266.5,279.2,288.5
184.5,246.3,266.5,279.1,288.4
186.2,246.6,266.5,279.1,288.4
179.4,246.8,266.5,279.2,288.6
184.6,246.8,266.4,279.3,288.6
183.2,246.8,266.4,279.3,288.6
183.9,247.1,266.6,279.3,288.5
184,246.9,266.5,279.4,288.4
184.7,247.1,266.6,279.7,288.3
185,247,266.5,279.4,288.6
185.5,246.9,266.6,279.4,288.5
185.7,246.8,266.7,279.4,288.6
186.7,246.7,266.7,279.3,288.5
185.9,246.6,266.5,279.3,288.4
188.2,246.8,266.7,279.4,288.6
184.7,246.9,266.5,279.3,288.6
186.2,247,266.7,279.4,288.4
186.8,247.3,266.6,279.3,288.6
187,247.3,266.6,279.5,288.6
187.4,247.4,266.5,279.4,288.6
187.8,247.2,266.6,279.6,288.8
188,247.4,266.6,279.6,288.6
188.2,247.4,266.5,279.4,288.6
188.3,247.2,266.7,279.5,288.6
188.5,247.2,266.8,279.4,288.6
188.4,247.1,266.9,279.4,288.4
188.7,247.2,266.8,279.6,288.1
188.7,247,266.7,279.6,288.5
189.2,247.3,266.6,279.5,288.6
189.4,247.4,266.7,279.8,288.8
189.8,247.3,266.8,279.8,288.6
190.3,247.5,267,279.9,288.5
190.1,247.6,266.8,279.6,288.6
190.5,247.6,266.9,279.6,288.6
190.6,247.7,266.8,279.8,288.9
190.7,247.4,266.6,279.8,289
190.7,247.4,266.7,279.6,288.6
191.1,247.4,266.9,279.8,288.5
191.2,247.2,266.8,279.6,288.3
191.3,247.5,266.8,279.8,288.6
191.9,247.4,267.1,279.8,288.6
192.1,247.7,267,279.8,288.4
192.2,248,267.1,279.9,288.6
192.4,248,266.9,279.9,288.5
192.4,248,267,279.8,288.8
192.5,248,267,279.8,288.6
192.8,248,267,279.9,288.6
193,247.9,267.1,279.8,288.8
193.1,247.8,267.1,279.9,289.1
193.5,247.8,267.2,279.9,288.9
193.5,248,267.2,279.8,288.9
193.9,247.9,267.1,279.8,288.6
194,247.9,267.4,279.9,288.8
194.2,248.2,267.2,280.1,288.6
194.1,248.2,267.1,279.8,288.8
194.1,248.4,267.1,279.9,288.9
194.2,248.4,267.3,279.8,288.8
194.8,248.4,267.3,279.8,288.8
195.1,248.2,267.1,279.8,288.8
195.4,248.1,267.2,279.9,288.8
195.5,247.9,267.4,280.1,288.6
195.4,248,267.2,279.9,289
195.8,248.2,267.3,279.9,288.9
195.7,248.2,267.6,279.9,288.8
195.7,248.3,267.4,279.8,288.8
196.1,248.5,267.3,279.9,288.9
196.1,248.6,267.4,279.9,288.9
196.7,248.6,267.4,279.8,288.8
196.6,248.3,267.4,280,288.8
196.9,248.5,267.4,279.9,288.7
197.3,248.3,267.4,279.9,289.1
197.1,248.4,267.2,279.8,288.6
197.3,248.4,267.4,279.9,288.8
197.2,248.5,267.4,280.1,288.6
197.5,248.8,267.4,280,288.7
197.6,248.8,267.5,279.9,289.2
197.8,249,267.5,280.1,288.8
198.2,249.1,267.4,280,288.7
198.3,248.8,267.6,280.2,288.8
198.7,248.6,267.6,279.9,288.9
198.7,248.7,267.5,280.1,288.8
198.8,248.6,267.7,280.2,288.9
198.7,248.8,267.7,280,289
198.9,249,267.9,280.1,289.2
198.9,248.9,267.7,280.2,288.9
199.1,249.1,267.7,280.3,288.9
199.1,249.1,267.7,280.1,289.3
199.5,248.8,267.7,280.3,289.2
199.7,248.6,267.7,280.3,288.8
200,248.7,267.7,280.2,289.1
199.9,248.9,267.8,280.1,289.2
200.1,249,267.8,280.2,289.3
200.1,249.2,267.7,280.3,289.4
200.1,249.3,267.9,280.3,289.1
200.1,249.2,267.8,280.2,289.4
200.2,249.2,268,280.4,289.4
200.5,249.1,267.9,280.3,289.3
200.6,248.8,267.9,280.4,289.1
201,249.1,267.9,280.3,289.1
201.3,249.1,268,280.3,289.1
201.3,249.1,267.9,280.3,288.7
201.5,249.4,267.9,280.4,288.9
201.7,249.4,268.1,280.4,289.3
201.7,249.5,268,280.3,289.3
201.7,249.2,268,280.2,289.4
201.7,249.1,268,280.3,289.2
201.8,249.1,267.9,280.4,289.1
202,249.2,268.1,280.3,289.1
202.4,249.2,268.2,280.3,289.1
202.6,249.4,268,280.5,289.3
202.9,249.8,268.2,280.4,289
202.9,249.7,268.4,280.6,289.2
203,249.5,268.2,280.4,288.9
203.2,249.4,268.3,280.4,289.3
203.1,249.4,268.1,280.5,289.2
203.1,249.2,268.3,280.4,289.3
203.1,249.2,268.3,280.3,289.4
203.4,249.5,268.1,280.4,289.5
203.4,249.5,268.3,280.3,289.4
203.4,249.7,268.2,280.4,289.5
203.7,249.9,268.2,280.3,289.4
204.1,249.8,268.4,280.1,289.4
204.2,249.6,268.2,280.5,289.1
204.5,249.6,268.3,280.3,289.5
204.5,249.6,268.2,280.1,289.3
204.7,249.6,268.2,280.1,289.3
204.9,249.7,268.4,280.4,289.2
204.7,249.8,268.3,280.4,289.4
204.7,249.9,268.2,280.2,289.5
204.6,249.9,268.5,280.3,289.6
204.8,249.9,268.4,280.2,289.4
205.1,249.8,268.4,280.4,289.5
205.2,249.4,268.4,280.3,289.2
205.4,249.8,268.6,280.3,289.3
205.4,249.7,268.5,280.4,289.3
205.6,249.9,268.6,280.4,289.3
205.7,250.1,268.6,280.5,289.4
206.1,250.2,268.6,280.4,289.3
205.9,250.1,268.6,280.1,289.3
206.3,249.9,268.5,280.4,289.2
206.2,249.9,268.5,280.4,289.3
206.2,249.8,268.6,280.4,289.5
206.4,249.9,268.7,280.4,289.4
206.2,250,268.6,280.5,289.7
206.2,250.5,268.4,280.6,289.4
206.6,250.4,268.7,280.6,289.8
206.6,250.5,268.6,280.4,289.1
206.5,250.3,268.7,280.6,289.6
207.1,250.2,268.5,280.5,289.4
207.2,250.3,268.7,280.5,289.4
207.2,250.1,268.7,280.6,289.3
207.4,250.4,268.7,280.4,289.7
207.5,250.4,268.9,280.5,289.6
207.6,250.5,268.9,280.6,289.9
207.4,250.6,268.8,280.8,289.6
207.6,250.6,268.7,280.6,289.8
207.7,250.7,268.9,280.9,289.6
207.4,250.4,268.7,280.5,289.7
207.9,250.4,268.9,280.8,289.5
207.9,250.4,268.9,280.7,289.9
208.1,250.3,268.9,280.8,289.5
208.4,250.6,268.7,280.4,289.8
208.6,250.8,269.1,280.8,289.7
208.6,250.9,268.9,280.8,289.7
208.7,250.8,269.1,280.6,289.8
208.6,250.6,268.9,280.7,289.8
208.6,251,269,280.7,289.9
208.6,250.9,268.9,280.7,290
208.6,250.8,268.9,280.7,290.1
208.9,250.8,269.1,280.7,289.8
209.2,250.6,269,280.8,289.9
209.7,250.7,268.9,280.8,289.9
